Origin,0,0,0,0.1,-2,1,1,0,0,,F_RootHole,B_RootHole,
F_RootHole,0,2,9,0.1,-2,1,1,0,0,front,C510,T501,
C510,6292d0,8.9,6.6,7.7,-1,3,1,0.6,0,front,R527,null,
R527,00a5e0,1.7,0.51,0.51,-1,13.1,1,0.25,180,front,R526,C518,
R526,0361ad,2.2,0.8,0.45,-1,15.3,1,0.25,0,front,R531,null,
R531,ff6161,1.6,3.8,0.6,1,25,1,0.25,90,front,null,null,
C518,2e6ef0,2.2,0.8,0.8,-1,13.1,2.3,0.25,180,front,C525,null,
C525,385369,2.2,0.8,0.8,-1,15.8,2.3,0.25,0,front,null,R501,
R501,191282,2.6,1.25,0.5,-1,15.8,3.6,0.25,0,front,null,null,
T501,cecad488,3.72,22,24.9,0,1,10,0.25,0,front,R503,R520,
R503,055d7d,3.8,1.6,0.6,-1,5.22,8.8,0.25,180,front,null,C509,
C509,7a79e6,8.9,6.6,7.7,-1,5.22,10.9,0.6,0,front,ZD504,C507,
ZD504,e02900,6.4,3.6,2.3,1,22.32,5.3,0.25,0,front,null,null,
C507,094a66,6.8,8.9,6.1,-1,5.22,18.7,0.6,270,front,D506,null,
D506,225d6e,2.9,1.35,1.1,-1,13.22,18.7,0.25,0,front,C520,ZD502,
C520,7babd1,1.7,0.5,0.5,-1,16.62,5.35,0.25,0,front,null,C505,
C505,092cb8,1.6,3.8,1.6,-1,16.62,32.25,0.25,90,front,null,null,
ZD502,470fff,2.9,1.35,0.78,-1,13.22,20.55,0.25,0,front,null,R515,
R515,6857b5,3.8,1.6,0.6,-1,13.22,36.55,0.25,0,front,null,null,
R520,9049A1,1.7,0.51,0.51,-1,1,32.5,0.25,0,front,null,null,
B_RootHole,0,2,9,0.1,-2,1,1,0,0,back,R518,L501,
R518,3609d9,0.51,1.7,0.51,-1,3,1,0.25,270,back,R517,C511,
R517,4e1f8c,2.6,1.25,0.6,-1,4.01,1,0.25,0,back,null,null,
C511,5a12a6,3.8,1.9,1.9,-1,3,3.2,0.25,0,back,null,ZD501,
ZD501,0e5ac4,1.7,4.3,1.45,-1,3,5.6,0.25,270,back,null,null,
L501,368f99,4.1,5.2,2,-1,1,10.4,0.25,90,back,M503,D509,
M503,1a1a1a,14.3,9.4,1.35,0,5.6,5.6,0.25,270,back,R519,C502,
R519,ff8e61,1.7,0.51,0.51,1,20.4,1,0.25,0,back,null,R532,
R532,e0a500,3.8,1.6,0.6,1,20.4,2.01,0.25,0,back,null,D505,
D505,fc9803,2,5,1.5,1,20.4,4.11,0.25,270,back,null,C512,
C512,f27a46,3.8,1.9,1.9,1,20.4,17.8,0.25,0,back,null,D508,
D508,ffc72b,4.5,2,1.2,1,20.4,20.2,0.25,0,back,null,null,
C502,4595ad,1.9,3.8,1.9,-1,5.6,15.5,0.25,90,back,C506,null,
C506,1f2a8c,1.6,3.8,1.6,-1,8,15.5,0.25,90,back,null,D503,
D503,2225d6,5,2,1.5,-1,8,19.8,0.25,0,back,C519,null,
C519,d49c11,2.6,1.25,1.25,1,20.5,22.7,0.25,0,back,null,R523,
R523,ad430e,0.8,2.2,0.45,1,20.5,32.8,0.25,90,back,R530,null,
R530,f24b4b,3.8,1.6,0.6,1,21.8,32.8,0.25,0,back,null,null,
D509,3181f2,1.7,4.3,1.45,-1,1,16.1,0.25,90,back,D501,null,
D501,2e6ef0,4.3,1.7,1.45,-1,3.2,32.8,0.25,0,back,Q504,null,
Q504,3282bf,5.35,6.85,1,-1,8,22.3,0.25,0,back,null,null,
